Dataset,Node,Twins,Near_Twins
BCSPWR07,1442,[],"[(1409, 1)]"
BCSPWR07,1446,[],"[(1398, 1), (1399, 1)]"
BCSPWR07,1450,[],"[(1390, 1), (1391, 1)]"
BCSPWR07,1452,[],"[(1513, 1), (1485, 1)]"
BCSPWR07,1460,[],"[(1502, 1)]"
BCSPWR07,1462,[1463],"[(1504, 1)]"
BCSPWR07,1463,[1462],"[(1504, 1)]"
BCSPWR07,1474,[],"[(1104, 1)]"
BCSPWR07,1479,[],"[(1480, 1)]"
BCSPWR07,1480,[],"[(1479, 1)]"
BCSPWR07,1483,[],"[(1502, 1)]"
BCSPWR07,1485,[],"[(1452, 1)]"
BCSPWR07,1490,[],"[(1180, 1)]"
BCSPWR07,1496,[],"[(1510, 1)]"
BCSPWR07,1502,[],"[(1460, 1), (1483, 1), (1508, 1)]"
BCSPWR07,1503,[],"[(1511, 1)]"
BCSPWR07,1504,[],"[(1462, 1), (1463, 1), (1513, 1)]"
BCSPWR07,1508,[],"[(1502, 1)]"
BCSPWR07,1510,[],"[(1496, 1)]"
BCSPWR07,1511,[],"[(1503, 1)]"
BCSPWR07,1513,[],"[(1452, 1), (1504, 1), (1514, 1), (1515, 1)]"
BCSPWR07,1514,[],"[(1513, 1)]"
BCSPWR07,1515,[],"[(1513, 1)]"
BCSPWR07,1522,[],"[(1523, 1)]"
BCSPWR07,1523,[],"[(1522, 1)]"
BCSPWR07,1525,[],"[(1545, 1), (1551, 1)]"
BCSPWR07,1528,[],"[(1534, 1)]"
BCSPWR07,1529,[],"[(1107, 1)]"
BCSPWR07,1534,[],"[(1528, 1)]"
BCSPWR07,1537,[],"[(1543, 1)]"
BCSPWR07,1539,[1541],"[(1558, 1)]"
BCSPWR07,1541,[1539],"[(1558, 1)]"
BCSPWR07,1543,[],"[(1537, 1)]"
BCSPWR07,1545,[],"[(1525, 1)]"
BCSPWR07,1551,[],"[(1525, 1)]"
BCSPWR07,1558,[],"[(1539, 1), (1541, 1)]"
BCSPWR07,1559,[],"[(1561, 1)]"
BCSPWR07,1561,[],"[(1559, 1)]"
BCSPWR07,1563,[],"[(481, 1), (1572, 1)]"
BCSPWR07,1566,[],"[(1570, 1)]"
BCSPWR07,1570,[],"[(1566, 1)]"
BCSPWR07,1572,[],"[(1563, 1)]"
BCSPWR07,1573,[],"[(1112, 1)]"
BCSPWR07,1579,[],"[(1581, 1)]"
BCSPWR07,1580,[],"[(1581, 1), (1596, 1)]"
BCSPWR07,1581,[],"[(1579, 1), (1580, 1)]"
BCSPWR07,1585,[],"[(1589, 1), (1599, 1)]"
BCSPWR07,1587,[],"[(267, 1)]"
BCSPWR07,1589,[],"[(1585, 1), (1590, 1)]"
BCSPWR07,1590,[],"[(1589, 1)]"
BCSPWR07,1594,[],"[(1611, 1)]"
BCSPWR07,1596,[],"[(1580, 1)]"
BCSPWR07,1598,[],"[(332, 1), (1601, 1)]"
BCSPWR07,1599,[],"[(1585, 1), (1603, 1)]"
BCSPWR07,1601,[],"[(1598, 1)]"
BCSPWR07,1603,[],"[(1599, 1)]"
BCSPWR07,1611,[],"[(1594, 1)]"
BCSPWR08,2,"[12, 13]","[(206, 1), (113, 1)]"
BCSPWR08,3,[6],[]
BCSPWR08,6,[3],[]
BCSPWR08,10,[11],"[(36, 1)]"
BCSPWR08,11,[10],"[(36, 1)]"
BCSPWR08,12,"[2, 13]","[(206, 1), (113, 1)]"
BCSPWR08,13,"[2, 12]","[(206, 1), (113, 1)]"
BCSPWR08,15,[59],[]
BCSPWR08,20,[],"[(180, 1), (181, 1), (182, 1), (183, 1)]"
BCSPWR08,22,[217],"[(66, 1), (67, 1), (229, 1), (220, 1), (62, 1)]"
BCSPWR08,27,[],"[(121, 1)]"
BCSPWR08,31,"[32, 33]",[]
BCSPWR08,32,"[31, 33]",[]
BCSPWR08,33,"[31, 32]",[]
BCSPWR08,36,[],"[(10, 1), (11, 1)]"
BCSPWR08,39,[],"[(40, 1), (61, 1)]"
BCSPWR08,40,[],"[(39, 1)]"
BCSPWR08,41,[42],"[(226, 1)]"
BCSPWR08,42,[41],"[(226, 1)]"
BCSPWR08,47,"[48, 49, 50, 51]","[(96, 1)]"
BCSPWR08,48,"[47, 49, 50, 51]","[(96, 1)]"
BCSPWR08,49,"[47, 48, 50, 51]","[(96, 1)]"
BCSPWR08,50,"[47, 48, 49, 51]","[(96, 1)]"
BCSPWR08,51,"[47, 48, 49, 50]","[(96, 1)]"
BCSPWR08,54,"[55, 56]","[(258, 1), (157, 1)]"
BCSPWR08,55,"[54, 56]","[(258, 1), (157, 1)]"
BCSPWR08,56,"[54, 55]","[(258, 1), (157, 1)]"
BCSPWR08,59,[15],[]
BCSPWR08,60,[],"[(180, 1), (181, 1), (182, 1), (183, 1)]"
BCSPWR08,61,[],"[(39, 1)]"
BCSPWR08,62,[],"[(22, 1), (217, 1)]"
BCSPWR08,66,[],"[(22, 1), (217, 1)]"
BCSPWR08,67,[],"[(22, 1), (217, 1)]"
BCSPWR08,69,[70],[]
BCSPWR08,70,[69],[]
BCSPWR08,73,[76],[]
BCSPWR08,74,[],"[(1572, 1)]"
BCSPWR08,76,[73],[]
BCSPWR08,89,[90],[]
BCSPWR08,90,[89],[]
BCSPWR08,95,[],"[(180, 1), (181, 1), (182, 1), (183, 1)]"
BCSPWR08,96,[],"[(47, 1), (48, 1), (49, 1), (50, 1), (51, 1)]"
BCSPWR08,101,[102],[]
BCSPWR08,102,[101],[]
BCSPWR08,107,[108],[]
BCSPWR08,108,[107],[]
BCSPWR08,109,[110],[]
BCSPWR08,110,[109],[]
BCSPWR08,113,[],"[(2, 1), (12, 1), (13, 1)]"
BCSPWR08,116,[],"[(162, 1)]"
BCSPWR08,121,[],"[(27, 1)]"
BCSPWR08,127,[],"[(144, 1)]"
BCSPWR08,130,[131],"[(652, 1), (653, 1), (654, 1), (655, 1)]"
BCSPWR08,131,[130],"[(652, 1), (653, 1), (654, 1), (655, 1)]"
BCSPWR08,137,[139],[]
BCSPWR08,139,[137],[]
BCSPWR08,143,[],"[(213, 1)]"
BCSPWR08,144,[],"[(127, 1)]"
BCSPWR08,150,"[151, 152]",[]
BCSPWR08,151,"[150, 152]",[]
BCSPWR08,152,"[150, 151]",[]
BCSPWR08,156,[],"[(157, 1)]"
BCSPWR08,157,[],"[(54, 1), (55, 1), (56, 1), (156, 1)]"
BCSPWR08,162,[],"[(116, 1)]"
BCSPWR08,165,[166],[]
BCSPWR08,166,[165],[]
BCSPWR08,180,"[181, 182, 183]","[(20, 1), (60, 1), (95, 1)]"
BCSPWR08,181,"[180, 182, 183]","[(20, 1), (60, 1), (95, 1)]"
BCSPWR08,182,"[180, 181, 183]","[(20, 1), (60, 1), (95, 1)]"
BCSPWR08,183,"[180, 181, 182]","[(20, 1), (60, 1), (95, 1)]"
BCSPWR08,197,[],"[(244, 1)]"
BCSPWR08,201,[202],[]
BCSPWR08,202,[201],[]
BCSPWR08,206,[],"[(2, 1), (12, 1), (13, 1)]"
BCSPWR08,213,[],"[(143, 1)]"
BCSPWR08,214,[],"[(219, 1)]"
BCSPWR08,217,[22],"[(62, 1), (66, 1), (67, 1), (229, 1), (220, 1)]"
BCSPWR08,219,[],"[(214, 1), (221, 1)]"
BCSPWR08,220,[],"[(22, 1), (217, 1)]"
BCSPWR08,221,[],"[(219, 1)]"
BCSPWR08,223,[224],[]
BCSPWR08,224,[223],[]
BCSPWR08,226,[],"[(41, 1), (42, 1)]"
BCSPWR08,229,[],"[(22, 1), (217, 1)]"
BCSPWR08,235,[236],[]
BCSPWR08,236,[235],[]
BCSPWR08,244,[],"[(197, 1)]"
BCSPWR08,257,[],"[(258, 1)]"
BCSPWR08,258,[],"[(54, 1), (55, 1), (56, 1), (257, 1)]"
BCSPWR08,265,[266],[]
BCSPWR08,266,[265],[]
BCSPWR08,284,[],"[(290, 1)]"
BCSPWR08,285,[],"[(375, 1)]"
BCSPWR08,286,[],"[(292, 1)]"
BCSPWR08,290,[],"[(284, 1)]"
BCSPWR08,292,[],"[(286, 1)]"
BCSPWR08,301,[],"[(367, 1), (368, 1)]"
BCSPWR08,307,[308],[]
BCSPWR08,308,[307],[]
BCSPWR08,309,[],"[(311, 1)]"
BCSPWR08,311,[],"[(309, 1)]"
BCSPWR08,323,[],"[(324, 1)]"
BCSPWR08,324,[],"[(323, 1), (1614, 1)]"
BCSPWR08,327,[],"[(357, 1), (349, 1)]"
BCSPWR08,329,[],"[(331, 1)]"
BCSPWR08,331,[],"[(329, 1)]"
BCSPWR08,347,[],"[(367, 1), (368, 1)]"
BCSPWR08,349,[],"[(327, 1)]"
BCSPWR08,357,[],"[(327, 1)]"
BCSPWR08,367,[368],"[(301, 1), (347, 1)]"
BCSPWR08,368,[367],"[(301, 1), (347, 1)]"
BCSPWR08,372,[],"[(1610, 1)]"
BCSPWR08,375,[],"[(285, 1)]"
BCSPWR08,379,[380],"[(419, 1), (1557, 1)]"
BCSPWR08,380,[379],"[(419, 1), (1557, 1)]"
BCSPWR08,384,[413],[]
BCSPWR08,385,[],"[(401, 1)]"
BCSPWR08,391,[],"[(393, 1), (394, 1)]"
BCSPWR08,393,[394],"[(391, 1)]"
BCSPWR08,394,[393],"[(391, 1)]"
BCSPWR08,401,[],"[(385, 1)]"
BCSPWR08,404,[],"[(761, 1)]"
BCSPWR08,408,[],"[(418, 1)]"
BCSPWR08,413,[384],[]
BCSPWR08,414,[415],[]
BCSPWR08,415,[414],[]
BCSPWR08,418,[],"[(408, 1)]"
BCSPWR08,419,[],"[(379, 1), (380, 1)]"
BCSPWR08,441,[],"[(471, 1)]"
BCSPWR08,464,[],"[(484, 1)]"
BCSPWR08,465,[],"[(476, 1)]"
BCSPWR08,471,[],"[(441, 1)]"
BCSPWR08,473,[479],[]
BCSPWR08,476,[],"[(465, 1)]"
BCSPWR08,479,[473],[]
BCSPWR08,482,[],"[(486, 1)]"
BCSPWR08,484,[],"[(464, 1)]"
BCSPWR08,486,[],"[(482, 1)]"
BCSPWR08,491,[492],[]
BCSPWR08,492,[491],[]
BCSPWR08,502,"[516, 540, 542, 544]","[(528, 1), (529, 1)]"
BCSPWR08,516,"[502, 540, 542, 544]","[(528, 1), (529, 1)]"
BCSPWR08,517,[518],[]
BCSPWR08,518,[517],[]
BCSPWR08,519,[520],[]
BCSPWR08,520,[519],[]
BCSPWR08,523,[],"[(1506, 1)]"
BCSPWR08,528,[],"[(502, 1), (516, 1), (544, 1), (540, 1), (542, 1)]"
BCSPWR08,529,[],"[(502, 1), (516, 1), (544, 1), (540, 1), (542, 1)]"
BCSPWR08,537,[],"[(538, 1)]"
BCSPWR08,538,[],"[(537, 1), (795, 1)]"
BCSPWR08,540,"[502, 516, 542, 544]","[(528, 1), (529, 1)]"
BCSPWR08,542,"[502, 516, 540, 544]","[(528, 1), (529, 1)]"
BCSPWR08,544,"[502, 516, 540, 542]","[(528, 1), (529, 1)]"
BCSPWR08,546,[],"[(699, 1)]"
BCSPWR08,554,[557],[]
BCSPWR08,555,[556],[]
BCSPWR08,556,[555],[]
BCSPWR08,557,[554],[]
BCSPWR08,571,[],"[(576, 1), (573, 1), (574, 1), (575, 1)]"
BCSPWR08,573,"[574, 575, 576]","[(571, 1)]"
BCSPWR08,574,"[573, 575, 576]","[(571, 1)]"
BCSPWR08,575,"[573, 574, 576]","[(571, 1)]"
BCSPWR08,576,"[573, 574, 575]","[(571, 1)]"
BCSPWR08,583,[584],[]
BCSPWR08,584,[583],[]
BCSPWR08,587,[588],[]
BCSPWR08,588,[587],[]
BCSPWR08,609,[],"[(656, 1)]"
BCSPWR08,615,[],"[(637, 1)]"
BCSPWR08,623,"[624, 625, 626, 627, 628]",[]
BCSPWR08,624,"[623, 625, 626, 627, 628]",[]
BCSPWR08,625,"[623, 624, 626, 627, 628]",[]
BCSPWR08,626,"[623, 624, 625, 627, 628]",[]
BCSPWR08,627,"[623, 624, 625, 626, 628]",[]
BCSPWR08,628,"[623, 624, 625, 626, 627]",[]
BCSPWR08,637,[],"[(615, 1)]"
BCSPWR08,638,[],"[(642, 1)]"
BCSPWR08,642,[],"[(638, 1)]"
BCSPWR08,643,"[644, 645]",[]
BCSPWR08,644,"[643, 645]",[]
BCSPWR08,645,"[643, 644]",[]
BCSPWR08,652,"[653, 654, 655]","[(130, 1), (131, 1)]"
BCSPWR08,653,"[652, 654, 655]","[(130, 1), (131, 1)]"
BCSPWR08,654,"[652, 653, 655]","[(130, 1), (131, 1)]"
BCSPWR08,655,"[652, 653, 654]","[(130, 1), (131, 1)]"
BCSPWR08,656,[],"[(609, 1)]"
BCSPWR08,672,[674],"[(911, 1)]"
BCSPWR08,674,[672],"[(911, 1)]"
BCSPWR08,686,[],"[(740, 1), (741, 1), (742, 1)]"
BCSPWR08,688,[],"[(793, 1), (794, 1), (740, 1), (741, 1), (742, 1)]"
BCSPWR08,689,[],"[(836, 1)]"
BCSPWR08,691,[],"[(909, 1)]"
BCSPWR08,696,[],"[(736, 1), (896, 1)]"
BCSPWR08,699,[],"[(546, 1)]"
BCSPWR08,703,[],"[(895, 1), (885, 1)]"
BCSPWR08,705,[],"[(740, 1), (741, 1), (742, 1)]"
BCSPWR08,706,[],"[(855, 1)]"
BCSPWR08,710,[],"[(740, 1), (741, 1), (742, 1)]"
BCSPWR08,723,[],"[(899, 1), (949, 1)]"
BCSPWR08,728,[],"[(870, 1), (917, 1)]"
BCSPWR08,731,[732],[]
BCSPWR08,732,[731],[]
BCSPWR08,733,[916],[]
BCSPWR08,734,[],"[(746, 1)]"
BCSPWR08,736,[896],"[(696, 1)]"
BCSPWR08,740,"[741, 742]","[(686, 1), (688, 1), (705, 1), (710, 1), (781, 1), (825, 1)]"
BCSPWR08,741,"[740, 742]","[(686, 1), (688, 1), (705, 1), (710, 1), (781, 1), (825, 1)]"
BCSPWR08,742,"[740, 741]","[(686, 1), (688, 1), (705, 1), (710, 1), (781, 1), (825, 1)]"
BCSPWR08,746,[],"[(734, 1)]"
BCSPWR08,749,[],"[(889, 1)]"
BCSPWR08,753,[],"[(942, 1)]"
BCSPWR08,760,[824],[]
BCSPWR08,761,[],"[(404, 1)]"
BCSPWR08,765,[],"[(836, 1)]"
BCSPWR08,776,[],"[(805, 1)]"
BCSPWR08,779,[],"[(928, 1)]"
BCSPWR08,781,[],"[(740, 1), (741, 1), (742, 1)]"
BCSPWR08,784,[],"[(836, 1)]"
BCSPWR08,793,[794],"[(688, 1)]"
BCSPWR08,794,[793],"[(688, 1)]"
BCSPWR08,795,[],"[(538, 1)]"
BCSPWR08,802,[],"[(869, 1)]"
BCSPWR08,805,[],"[(776, 1)]"
BCSPWR08,824,[760],[]
BCSPWR08,825,[],"[(740, 1), (741, 1), (742, 1)]"
BCSPWR08,829,[],"[(895, 1), (885, 1)]"
BCSPWR08,831,[],"[(906, 1)]"
BCSPWR08,836,[],"[(689, 1), (765, 1), (784, 1), (894, 1)]"
BCSPWR08,842,[],"[(906, 1)]"
BCSPWR08,850,[],"[(905, 1)]"
BCSPWR08,855,[],"[(706, 1), (918, 1)]"
BCSPWR08,863,[893],"[(892, 1)]"
BCSPWR08,867,[],"[(933, 1)]"
BCSPWR08,869,[],"[(802, 1)]"
BCSPWR08,870,[],"[(728, 1)]"
BCSPWR08,885,[895],"[(703, 1), (829, 1)]"
BCSPWR08,889,[],"[(749, 1)]"
BCSPWR08,892,[],"[(863, 1), (893, 1)]"
BCSPWR08,893,[863],"[(892, 1)]"
BCSPWR08,894,[],"[(836, 1)]"
BCSPWR08,895,[885],"[(703, 1), (829, 1)]"
BCSPWR08,896,[736],"[(696, 1)]"
BCSPWR08,899,[],"[(723, 1)]"
BCSPWR08,900,[],"[(901, 1)]"
BCSPWR08,901,[],"[(900, 1), (918, 1)]"
BCSPWR08,905,[],"[(850, 1)]"
BCSPWR08,906,[],"[(831, 1), (842, 1)]"
BCSPWR08,909,[],"[(691, 1)]"
BCSPWR08,911,[],"[(672, 1), (674, 1)]"
BCSPWR08,916,[733],[]
BCSPWR08,917,[],"[(728, 1), (944, 1)]"
BCSPWR08,918,[],"[(855, 1), (901, 1)]"
BCSPWR08,928,[],"[(779, 1)]"
BCSPWR08,933,[],"[(867, 1)]"
BCSPWR08,940,[941],[]
BCSPWR08,941,[940],[]
BCSPWR08,942,[],"[(753, 1)]"
BCSPWR08,944,[],"[(917, 1)]"
BCSPWR08,949,[],"[(723, 1)]"
BCSPWR08,951,"[990, 1042]",[]
BCSPWR08,953,[1005],"[(1021, 1)]"
BCSPWR08,966,[967],[]
BCSPWR08,967,[966],[]
BCSPWR08,969,[],"[(1101, 1)]"
BCSPWR08,971,[],"[(983, 1)]"
BCSPWR08,972,[],"[(1073, 1)]"
BCSPWR08,974,[],"[(1052, 1)]"
BCSPWR08,977,"[1002, 1122]",[]
BCSPWR08,979,[1088],"[(1089, 1)]"
BCSPWR08,983,[],"[(971, 1), (1029, 1)]"
BCSPWR08,985,[986],[]
BCSPWR08,986,[985],[]
BCSPWR08,989,[],"[(1092, 1)]"
BCSPWR08,990,"[951, 1042]",[]
BCSPWR08,995,[],"[(1076, 1), (1077, 1), (1078, 1), (1079, 1)]"
BCSPWR08,1002,"[977, 1122]",[]
BCSPWR08,1005,[953],"[(1021, 1)]"
BCSPWR08,1010,[],"[(1024, 1)]"
BCSPWR08,1018,[1067],[]
BCSPWR08,1019,"[1022, 1111]",[]
BCSPWR08,1021,[],"[(953, 1), (1005, 1)]"
BCSPWR08,1022,"[1019, 1111]",[]
BCSPWR08,1024,[],"[(1010, 1), (1080, 1)]"
BCSPWR08,1026,[],"[(1087, 1)]"
BCSPWR08,1029,[],"[(983, 1)]"
BCSPWR08,1035,"[1047, 1048]",[]
BCSPWR08,1039,[],"[(1081, 1)]"
BCSPWR08,1042,"[951, 990]",[]
BCSPWR08,1047,"[1035, 1048]",[]
BCSPWR08,1048,"[1035, 1047]",[]
BCSPWR08,1051,[],"[(1054, 1)]"
BCSPWR08,1052,[],"[(974, 1), (1054, 1)]"
BCSPWR08,1054,[],"[(1051, 1), (1052, 1)]"
BCSPWR08,1057,[1096],[]
BCSPWR08,1060,[1065],[]
BCSPWR08,1065,[1060],[]
BCSPWR08,1066,[],"[(1069, 1), (1070, 1)]"
BCSPWR08,1067,[1018],[]
BCSPWR08,1069,[1070],"[(1066, 1)]"
BCSPWR08,1070,[1069],"[(1066, 1)]"
BCSPWR08,1071,[],"[(1076, 1), (1077, 1), (1078, 1), (1079, 1)]"
BCSPWR08,1073,[],"[(972, 1)]"
BCSPWR08,1076,"[1077, 1078, 1079]","[(995, 1), (1071, 1), (1095, 1)]"
BCSPWR08,1077,"[1076, 1078, 1079]","[(995, 1), (1071, 1), (1095, 1)]"
BCSPWR08,1078,"[1076, 1077, 1079]","[(995, 1), (1071, 1), (1095, 1)]"
BCSPWR08,1079,"[1076, 1077, 1078]","[(995, 1), (1071, 1), (1095, 1)]"
BCSPWR08,1080,[],"[(1024, 1)]"
BCSPWR08,1081,[],"[(1039, 1)]"
BCSPWR08,1087,[],"[(1026, 1), (1100, 1)]"
BCSPWR08,1088,[979],"[(1089, 1)]"
BCSPWR08,1089,[],"[(979, 1), (1088, 1)]"
BCSPWR08,1092,[],"[(989, 1), (1113, 1)]"
BCSPWR08,1095,[],"[(1076, 1), (1077, 1), (1078, 1), (1079, 1)]"
BCSPWR08,1096,[1057],[]
BCSPWR08,1100,[],"[(1087, 1)]"
BCSPWR08,1101,[],"[(969, 1)]"
BCSPWR08,1111,"[1019, 1022]",[]
BCSPWR08,1113,[],"[(1092, 1)]"
BCSPWR08,1122,"[977, 1002]",[]
BCSPWR08,1124,[],"[(1562, 1), (1563, 1), (1564, 1)]"
BCSPWR08,1126,[],"[(1130, 1)]"
BCSPWR08,1130,[],"[(1126, 1), (1412, 1)]"
BCSPWR08,1131,[1132],"[(1142, 1)]"
BCSPWR08,1132,[1131],"[(1142, 1)]"
BCSPWR08,1133,[],"[(1470, 1)]"
BCSPWR08,1139,[],"[(1516, 1)]"
BCSPWR08,1142,[],"[(1131, 1), (1132, 1)]"
BCSPWR08,1150,[],"[(1153, 1)]"
BCSPWR08,1153,[],"[(1150, 1)]"
BCSPWR08,1159,[],"[(1182, 1)]"
BCSPWR08,1166,[],"[(1167, 1)]"
BCSPWR08,1167,[],"[(1166, 1)]"
BCSPWR08,1173,"[1176, 1177]",[]
BCSPWR08,1176,"[1173, 1177]",[]
BCSPWR08,1177,"[1173, 1176]",[]
BCSPWR08,1179,[1187],[]
BCSPWR08,1182,[],"[(1159, 1), (1208, 1)]"
BCSPWR08,1187,[1179],[]
BCSPWR08,1191,[],"[(1221, 1)]"
BCSPWR08,1208,[],"[(1182, 1)]"
BCSPWR08,1213,[],"[(1428, 1)]"
BCSPWR08,1221,[],"[(1191, 1)]"
BCSPWR08,1222,[],"[(1225, 1), (1229, 1), (1230, 1)]"
BCSPWR08,1223,[],"[(1232, 1)]"
BCSPWR08,1224,[],"[(1232, 1)]"
BCSPWR08,1225,"[1229, 1230]","[(1222, 1), (1250, 1), (1240, 1)]"
BCSPWR08,1226,[],"[(1239, 1), (1231, 1)]"
BCSPWR08,1229,"[1225, 1230]","[(1222, 1), (1250, 1), (1240, 1)]"
BCSPWR08,1230,"[1225, 1229]","[(1222, 1), (1250, 1), (1240, 1)]"
BCSPWR08,1231,[1239],"[(1226, 1)]"
BCSPWR08,1232,[],"[(1223, 1), (1224, 1), (1240, 1)]"
BCSPWR08,1234,[],"[(1243, 1)]"
BCSPWR08,1235,[],"[(1248, 1), (1249, 1), (1247, 1)]"
BCSPWR08,1236,[],"[(1248, 1), (1249, 1), (1247, 1)]"
BCSPWR08,1239,[1231],"[(1226, 1)]"
BCSPWR08,1240,[],"[(1225, 1), (1229, 1), (1230, 1), (1232, 1)]"
BCSPWR08,1243,[],"[(1234, 1)]"
BCSPWR08,1244,[],"[(1248, 1), (1249, 1), (1247, 1)]"
BCSPWR08,1247,"[1248, 1249]","[(1235, 1), (1236, 1), (1244, 1)]"
BCSPWR08,1248,"[1247, 1249]","[(1235, 1), (1236, 1), (1244, 1)]"
BCSPWR08,1249,"[1247, 1248]","[(1235, 1), (1236, 1), (1244, 1)]"
BCSPWR08,1250,[],"[(1225, 1), (1229, 1), (1230, 1)]"
BCSPWR08,1252,[],"[(1384, 1), (1385, 1), (1386, 1)]"
BCSPWR08,1254,[],"[(1293, 1)]"
BCSPWR08,1256,[],"[(1257, 1)]"
BCSPWR08,1257,[],"[(1256, 1)]"
BCSPWR08,1260,[1261],[]
BCSPWR08,1261,[1260],[]
BCSPWR08,1265,[],"[(1291, 1)]"
BCSPWR08,1291,[],"[(1265, 1)]"
BCSPWR08,1293,[],"[(1254, 1)]"
BCSPWR08,1294,[1295],[]
BCSPWR08,1295,[1294],[]
BCSPWR08,1302,[],"[(1380, 1), (1371, 1)]"
BCSPWR08,1308,[1309],"[(1342, 1)]"
BCSPWR08,1309,[1308],"[(1342, 1)]"
BCSPWR08,1312,[],"[(1362, 1), (1363, 1)]"
BCSPWR08,1321,[1322],[]
BCSPWR08,1322,[1321],[]
BCSPWR08,1324,[1325],"[(1368, 1)]"
BCSPWR08,1325,[1324],"[(1368, 1)]"
BCSPWR08,1335,[1336],[]
BCSPWR08,1336,[1335],[]
BCSPWR08,1342,[],"[(1308, 1), (1309, 1)]"
BCSPWR08,1349,[],"[(1350, 1)]"
BCSPWR08,1350,[],"[(1349, 1)]"
BCSPWR08,1362,[1363],"[(1312, 1)]"
BCSPWR08,1363,[1362],"[(1312, 1)]"
BCSPWR08,1368,[],"[(1324, 1), (1325, 1)]"
BCSPWR08,1371,[],"[(1302, 1)]"
BCSPWR08,1373,[1374],[]
BCSPWR08,1374,[1373],[]
BCSPWR08,1377,[],"[(1384, 1), (1385, 1), (1386, 1)]"
BCSPWR08,1380,[],"[(1302, 1), (1387, 1)]"
BCSPWR08,1384,"[1385, 1386]","[(1252, 1), (1377, 1)]"
BCSPWR08,1385,"[1384, 1386]","[(1252, 1), (1377, 1)]"
BCSPWR08,1386,"[1384, 1385]","[(1252, 1), (1377, 1)]"
BCSPWR08,1387,[],"[(1380, 1)]"
BCSPWR08,1396,[],"[(1462, 1)]"
BCSPWR08,1412,[],"[(1130, 1)]"
BCSPWR08,1417,[],"[(1418, 1)]"
BCSPWR08,1418,[],"[(1417, 1)]"
BCSPWR08,1420,[],"[(1451, 1)]"
BCSPWR08,1422,[],"[(1451, 1), (1452, 1)]"
BCSPWR08,1428,[],"[(1213, 1)]"
BCSPWR08,1430,[],"[(1518, 1)]"
BCSPWR08,1439,[],"[(1516, 1)]"
BCSPWR08,1451,[],"[(1420, 1), (1422, 1), (1453, 1)]"
BCSPWR08,1452,[],"[(1422, 1)]"
BCSPWR08,1453,[],"[(1451, 1)]"
BCSPWR08,1455,[1502],[]
BCSPWR08,1462,[],"[(1396, 1), (1498, 1)]"
BCSPWR08,1469,[],"[(1477, 1)]"
BCSPWR08,1470,[],"[(1133, 1)]"
BCSPWR08,1472,[],"[(1476, 1)]"
BCSPWR08,1476,[],"[(1472, 1)]"
BCSPWR08,1477,[],"[(1469, 1)]"
BCSPWR08,1481,[1483],"[(1501, 1)]"
BCSPWR08,1483,[1481],"[(1501, 1)]"
BCSPWR08,1498,[],"[(1462, 1)]"
BCSPWR08,1501,[],"[(1481, 1), (1483, 1)]"
BCSPWR08,1502,[1455],[]
BCSPWR08,1506,[],"[(523, 1), (1515, 1)]"
BCSPWR08,1509,[],"[(1513, 1)]"
BCSPWR08,1513,[],"[(1509, 1)]"
BCSPWR08,1515,[],"[(1506, 1)]"
BCSPWR08,1516,[],"[(1139, 1), (1439, 1)]"
BCSPWR08,1518,[],"[(1430, 1)]"
BCSPWR08,1530,[],"[(1542, 1)]"
BCSPWR08,1531,[1532],"[(1588, 1)]"
BCSPWR08,1532,[1531],"[(1588, 1)]"
BCSPWR08,1534,[],"[(1581, 1)]"
BCSPWR08,1536,[1537],[]
BCSPWR08,1537,[1536],[]
BCSPWR08,1540,[1541],"[(1584, 1)]"
BCSPWR08,1541,[1540],"[(1584, 1)]"
BCSPWR08,1542,[],"[(1530, 1)]"
BCSPWR08,1544,[],"[(1556, 1)]"
BCSPWR08,1548,[],"[(1559, 1)]"
BCSPWR08,1550,[],"[(1580, 1)]"
BCSPWR08,1552,[1553],"[(1572, 1)]"
BCSPWR08,1553,[1552],"[(1572, 1)]"
BCSPWR08,1556,[],"[(1544, 1)]"
BCSPWR08,1557,[],"[(379, 1), (380, 1)]"
BCSPWR08,1559,[],"[(1548, 1), (1568, 1)]"
BCSPWR08,1562,"[1563, 1564]","[(1124, 1)]"
BCSPWR08,1563,"[1562, 1564]","[(1124, 1)]"
BCSPWR08,1564,"[1562, 1563]","[(1124, 1)]"
BCSPWR08,1568,[],"[(1559, 1)]"
BCSPWR08,1569,[],"[(1579, 1)]"
BCSPWR08,1572,[],"[(74, 1), (1552, 1), (1553, 1)]"
BCSPWR08,1573,[1578],[]
BCSPWR08,1578,[1573],[]
BCSPWR08,1579,[],"[(1569, 1)]"
BCSPWR08,1580,[],"[(1550, 1)]"
BCSPWR08,1581,[],"[(1534, 1)]"
BCSPWR08,1584,[],"[(1540, 1), (1541, 1)]"
BCSPWR08,1588,[],"[(1531, 1), (1532, 1)]"
BCSPWR08,1590,[],"[(1594, 1), (1591, 1)]"
BCSPWR08,1591,[],"[(1590, 1)]"
BCSPWR08,1594,[],"[(1590, 1)]"
BCSPWR08,1598,[],"[(1600, 1), (1611, 1)]"
BCSPWR08,1600,[],"[(1598, 1), (1601, 1)]"
BCSPWR08,1601,[],"[(1600, 1)]"
BCSPWR08,1606,[],"[(1622, 1)]"
BCSPWR08,1610,[],"[(372, 1), (1612, 1)]"
